Latitude (Deg), Longitude (Deg), GPS Altitude (m), N Velocity(m/s), E Velocity(m/s), D Velocity(m/s), Velocity(m/s), Ground Speed(m/s), AccelerometerX(g), AccelerometerY(g), AccelerometerZ(g), GyroX(rad/s), GyroY(rad/s), GyroZ(rad/s), Barometric Alt(m), QuaternionX, QuaternionY, QuaternionZ, QuaternionW, Roll(deg), Pitch(deg), Yaw(deg), MagneticX, MagneticY, MagneticZ, Satellites, Sequence(135 Hz) ,
36.16374835,140.0520557,56.44243622,-0.006710799,-0.000260454,0.024039568,0.024960038,0.006715852,0.002396817,-0.0142426,-1.005869031,-0.002133959,0.002265527,-0.001586276,56.73801804,0.004007013,0.00670283,0.816788256,0.576884866,0.892289689,0.068053624,109.5345944,-0.01796668,0.003893029,-0.05841694,6,6414, 
36.16374835,140.0520557,56.44243622,-0.006804722,-0.000218975,0.025299577,0.026199633,0.006808244,0.002812916,-0.014044656,-1.006542921,-0.001768158,0.001875805,-0.001532404,56.7368927,0.004007407,0.006699792,0.816739023,0.576954365,0.892025753,0.067891919,109.5248328,-0.018784583,0.008295745,-0.064920999,6,6417, 
36.16374835,140.0520557,56.69761276,-0.006899611,-0.000178866,0.024104327,0.025072997,0.006901929,0.00289069,-0.013884801,-1.007367373,-0.001362759,0.001656784,-0.001479001,56.7366333,0.004008982,0.006697104,0.816690087,0.577023864,0.891872407,0.06764261,109.5150904,-0.018977769,0.008021802,-0.073375322,6,6420, 
36.16374835,140.0520557,56.69761276,-0.00698769,-0.00014693,0.022893686,0.023936797,0.006989235,0.002659566,-0.013891448,-1.007959008,-0.000895245,0.001499778,-0.000859787,56.73637772,0.004011575,0.00669503,0.81664139,0.577092588,0.891844205,0.067337886,109.5054359,-0.017615832,0.006387219,-0.07910309,6,6423, 
36.16374835,140.0520557,56.69761276,-0.007055246,-0.000127149,0.021680508,0.022799936,0.007056392,0.002178303,-0.0140932,-1.008288145,-0.000386969,0.001587983,0.00044139,56.73613358,0.004014961,0.006693893,0.816594183,0.577159405,0.891956202,0.067018812,109.4960583,-0.013511211,0.003956161,-0.081998445,6,6426, 
36.16374835,140.0520557,56.69761276,-0.007089051,-0.000115299,0.020478228,0.021670851,0.007089989,0.001660381,-0.01442673,-1.008421183,1.83E-05,0.001736163,0.002097709,56.73589706,0.004018791,0.006693844,0.816549182,0.577223182,0.892199715,0.066726856,109.4871115,-0.006761134,0.002370037,-0.082910158,6,6429, 
36.16374835,140.0520557,56.5860405,-0.007094241,-0.000112243,0.020333664,0.021535988,0.007095129,0.001157075,-0.014786731,-1.00848043,0.000430557,0.001970703,0.003734379,56.73528671,0.004022849,0.006694888,0.816506445,0.577283561,0.892560923,0.06648225,109.4786328,-0.001037866,0.000611197,-0.083065607,6,6432, 
36.16374835,140.0520557,56.5860405,-0.007077483,-0.000126265,0.020179506,0.021385022,0.007078609,0.00063321,-0.015066224,-1.008629322,0.0005513,0.002344445,0.004494873,56.73467636,0.004026692,0.006696902,0.816465437,0.577341497,0.892998915,0.066319283,109.4704978,0.003351673,-0.002804425,-0.084407426,6,6435, 
36.16374835,140.0520557,56.5860405,-0.007058318,-0.000156836,0.020010132,0.021219092,0.00706006,0.000202254,-0.015281833,-1.008773565,0.000510693,0.002827942,0.004699695,56.73407364,0.004029727,0.006699611,0.816425145,0.577398419,0.893448556,0.066276824,109.4625058,0.003832892,-0.006114233,-0.085457422,6,6438, 
36.16374835,140.0520557,56.5860405,-0.007051754,-0.000200148,0.019827267,0.0210449,0.007054594,-7.70E-05,-0.015428546,-1.00889039,0.000300045,0.00318261,0.005206391,56.73347092,0.004031734,0.006702664,0.816385388,0.577454627,0.893862368,0.066352634,109.4546172,0.001312762,-0.008662362,-0.08610592,6,6441, 
